순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사
204,우리들,2016.6.16,"356,563,960",0.0%,"47,969",76,"3,470",한국,한국,(주)엣나인필름
205,목숨 건 연애,2016.12.14,"361,668,800",0.0%,"47,805",393,"5,786",한국,한국,오퍼스픽쳐스
206,머니 몬스터,2016.8.31,"367,961,600",0.0%,"47,226",151,"5,014",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
207,트리플 9,2016.4.20,"365,164,300",0.0%,"47,197",329,"5,792",미국,미국,(주)리틀빅픽쳐스
208,엽문3: 최후의 대결,2016.3.10,"393,068,600",0.0%,"46,970",130,"4,300",홍콩,홍콩,씨네그루(주)키다리이엔티
209,굿 윌 헌팅,1998.3.21,"360,845,800",0.0%,"46,847",85,"1,836",미국,미국,(주)영화사오원
210,갤럭시 히어로즈: 라쳇 앤 클랭크,2016.8.17,"336,281,100",0.0%,"46,638",237,"2,267",미국,미국,(주)영화사 빅
211,하드코어 헨리,2016.5.19,"399,211,211",0.0%,"46,373",239,"3,060",미국,"미국,러시아","㈜코리아스크린,와이드 릴리즈(주)"
212,블레어 위치,2016.11.23,"367,484,200",0.0%,"46,285",172,"3,608",미국,미국,㈜코리아스크린
213,미스 사이공 : 25주년 특별 공연,2016.11.24,"891,218,300",0.1%,"46,080",100,"1,756",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
214,이웃집에 신이 산다,2015.12.24,"370,849,350",0.0%,"44,708",85,"1,982",벨기에,"벨기에,프랑스,룩셈부르크",(주)엣나인필름
215,플래그 더 문,2016.6.2,"327,298,000",0.0%,"44,574",244,"1,719",스페인,스페인,(주)박수엔터테인먼트
216,냉정과 열정사이,2003.10.10,"355,616,500",0.0%,"44,347",119,"3,722",일본,일본,"하준사,월트디즈니컴퍼니코리아(주)"
217,범죄의 여왕,2016.8.25,"343,663,400",0.0%,"43,823",270,"3,942",한국,한국,"(주)콘텐츠판다,TCO(주)더콘텐츠온"
218,BIFAN2016 판타스틱 단편 걸작선 1,,"258,603,000",0.0%,"43,003",5,210,기타,기타,
219,스푹스:MI5,2016.3.17,"316,642,549",0.0%,"41,416",341,"6,090",영국,영국,(주)영화사 빅
220,33,2016.4.7,"318,282,400",0.0%,"41,269",320,"4,299",미국,"미국,칠레",(주)나이너스엔터테인먼트
221,잔예 - 살아서는 안되는 방,2016.7.7,"337,608,700",0.0%,"41,247",287,"2,984",일본,일본,(주)넥스트엔터테인먼트월드(NEW)
222,스누피: 더 피너츠 무비,2015.12.24,"311,917,200",0.0%,"40,862",161,"1,256",미국,미국,이십세기폭스코리아(주)
223,매드 맥스: 분노의 도로,2015.5.14,"473,125,200",0.0%,"40,255",103,"2,280",미국,"미국,호주",워너브러더스 코리아(주)
224,동급생,2016.5.19,"280,704,500",0.0%,"38,706",100,"2,154",일본,일본,(주)박수엔터테인먼트
225,4등,2016.4.13,"286,355,700",0.0%,"38,611",213,"4,726",한국,한국,"(주)프레인글로벌,CGV아트하우스"
226,나의 그리스식 웨딩 2,2016.3.30,"288,215,300",0.0%,"38,305",327,"5,237",미국,미국,(주)이수C&E
227,트릭,2016.7.13,"297,957,300",0.0%,"38,262",390,"5,939",한국,한국,"(주)스톰픽쳐스코리아,(주)이수C&E"
228,너의 이름은.,2017.1.4,"315,187,000",0.0%,"36,763",275,357,일본,일본,메가박스(주)플러스엠
229,빌리와 용감한 녀석들: 치킨 히어로,2016.2.17,"251,011,600",0.0%,"35,937",241,"2,301",미국,"미국,멕시코","(주)박수엔터테인먼트,㈜코리아스크린"
230,파워배틀 와치카 미니카 배틀리그: 불꽃의 질주,2016.8.17,"270,014,820",0.0%,"35,569",170,"1,774",한국,한국,(주)삼지애니메이션
231,브루클린의 멋진 주말,2016.1.21,"265,336,800",0.0%,"35,388",103,"2,095",미국,미국,(주)영화사 진진
232,신은 죽지 않았다 2,2016.4.7,"251,090,600",0.0%,"34,770",96,"2,041",미국,미국,"(주)에스와이코마드,글뫼 주식회사"
233,시간을 달리는 소녀,2007.6.14,"268,232,600",0.0%,"34,338",74,"1,725",일본,일본,"THE 픽쳐스,씨제이엔터테인먼트"
234,"헤일, 시저!",2016.3.24,"271,444,300",0.0%,"34,331",253,"3,893",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
235,무한대를 본 남자,2016.11.3,"255,953,754",0.0%,"33,314",309,"4,604",영국,영국,판씨네마(주)
236,태양 아래,2016.4.27,"206,495,400",0.0%,"33,008",120,"2,030",체코,"체코,러시아,독일",THE 픽쳐스
237,인어공주 : 새로운 모험의 시작,2016.11.3,"245,976,300",0.0%,"32,592",262,"1,867",중국,중국,예지림엔터테인먼트
238,다가오는 것들,2016.9.29,"259,131,834",0.0%,"32,355",29,"1,323",프랑스,프랑스,찬란
239,대결,2016.9.22,"251,176,500",0.0%,"32,278",366,"5,409",한국,한국,"(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온"
240,극장판 유희왕 더 다크 사이드 오브 디멘션즈,2016.6.9,"256,266,200",0.0%,"32,117",210,"1,500",일본,일본,(주)넥스트엔터테인먼트월드(NEW)
241,극장판 프리파라 모두 모여라! 프리즘☆투어즈,2016.10.13,"263,405,900",0.0%,"31,843",157,"1,796",한국,한국,(주)박수엔터테인먼트
242,그랜드파더,2016.8.31,"233,692,400",0.0%,"31,640",288,"3,933",한국,한국,"(주)인벤트스톤,(주)디스테이션"
243,쿠보와 전설의 악기,2016.10.26,"208,824,862",0.0%,"30,525",100,"2,474",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
244,테일 오브 테일즈,2016.11.24,"234,357,700",0.0%,"29,922",102,"2,003",이탈리아,"이탈리아,프랑스",오드
245,스노우타임,2016.12.15,"211,141,400",0.0%,"29,575",259,"1,378",캐나다,캐나다,(주)영화사 빅
246,벤허,1972.9.7,"251,166,500",0.0%,"29,421",93,"1,562",미국,미국,(주)팝엔터테인먼트
247,걸즈 앤 판처 극장판,2016.8.25,"256,282,100",0.0%,"28,569",57,"1,378",일본,일본,(주)머스트씨무비릴리징컴퍼니
248,서프러제트,2016.6.23,"230,445,800",0.0%,"28,511",41,"1,016",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
249,카페 6,2016.11.16,"196,383,500",0.0%,"28,353",126,"2,794",대만,대만,(주)라이크 콘텐츠
250,토마스와 친구들: 용감한 기관차와 괴물소동,2016.10.13,"192,443,400",0.0%,"27,345",291,"2,205",영국,영국,와이드 릴리즈(주)
251,인천상륙작전 : 익스텐디드 에디션(확장판),2016.9.13,"220,051,200",0.0%,"27,070",122,"1,522",한국,한국,씨제이이앤엠(주)
252,뉴 스텝업: 어반댄스,2016.9.22,"171,059,700",0.0%,"26,488",176,"1,524",뉴질랜드,뉴질랜드,THE 픽쳐스
253,오페라의 유령,2004.12.8,"206,136,300",0.0%,"25,604",69,"1,103",미국,미국,"(주)팝엔터테인먼트,(주)드림팩트엔터테인먼트,씨제이엔터테인먼트"
254,카이: 거울 호수의 전설,2016.8.17,"182,873,800",0.0%,"24,675",172,"1,555",한국,한국,메가박스(주)플러스엠
255,하이-라이즈,2016.3.30,"192,162,100",0.0%,"24,600",108,"2,129",영국,영국,찬란
256,키즈모노가타리 I : 철혈편,2016.6.30,"187,425,500",0.0%,"24,536",74,"1,399",일본,일본,(주)박수엔터테인먼트
257,러브레터,1999.11.20,"197,869,900",0.0%,"24,510",150,"1,678",일본,일본,"(주)제이앤씨미디어그룹,(유)조이앤시네마,(주)팝엔터테인먼트"
258,나이스 가이즈,2016.7.6,"189,535,838",0.0%,"24,471",249,"3,585",미국,미국,메가박스(주)플러스엠
259,에곤 쉴레: 욕망이 그린 그림,2016.12.22,"190,425,100",0.0%,"23,931",50,738,오스트리아,"오스트리아 ,룩셈부르크",(주)티캐스트
260,45년 후,2016.5.5,"184,465,318",0.0%,"23,707",45,"1,174",영국,영국,판씨네마(주)
261,하이 스피드! –프리! 스타팅 데이즈-,2016.3.24,"172,018,500",0.0%,"23,496",60,"1,389",일본,일본,(주)박수엔터테인먼트
262,미스터 캣,2016.10.19,"181,383,750",0.0%,"23,350",241,"2,440",프랑스,"프랑스,중국",(주)리틀빅픽쳐스
263,사울의 아들,2016.2.25,"186,727,643",0.0%,"23,276",50,"1,220",헝가리,헝가리,그린나래미디어(주)
264,잉글리쉬 페이션트,1997.3.15,"171,814,500",0.0%,"22,866",52,644,미국,미국,(주)영화사오원
265,글루미 선데이,2000.10.21,"181,562,900",0.0%,"22,825",128,"2,409",독일,독일,(주)팝엔터테인먼트
266,피아니스트 세이모어의 뉴욕 소네트,2016.4.7,"185,082,700",0.0%,"22,734",20,958,미국,미국,(주)영화사 진진
267,연애담,2016.11.17,"182,696,100",0.0%,"22,380",38,"1,398",한국,한국,(주)인디플러그
268,스킵트레이스: 합동수사,2016.8.31,"163,700,300",0.0%,"22,350",244,"3,021",홍콩,"홍콩,미국,중국",(주)영화사 빅
269,시크릿 인 데어 아이즈,2016.4.27,"162,031,200",0.0%,"21,692",186,"2,184",미국,미국,판씨네마(주)
270,히야,2016.3.10,"173,844,100",0.0%,"21,687",124,"1,444",한국,한국,(주)라이크 콘텐츠
271,해리포터와 죽음의 성물2,2011.7.13,"160,945,500",0.0%,"20,940",25,473,미국,미국,워너브러더스 코리아(주)
272,하이큐!! 승자와 패자,2016.12.28,"145,794,000",0.0%,"20,814",103,726,일본,일본,"(주)이수C&E,(주)팝엔터테인먼트"
273,인터스텔라,2014.11.6,"241,759,500",0.0%,"20,727",17,303,미국,"미국,영국",워너브러더스 코리아(주)
274,비포 선셋,2004.10.22,"153,970,681",0.0%,"20,495",139,"1,868",미국,미국,"THE 픽쳐스,워너브러더스 코리아(주)"
275,세기의 매치,2016.1.28,"155,570,400",0.0%,"20,448",187,"2,349",미국,미국,판씨네마(주)
276,바그다드 카페 : 디렉터스컷,2016.7.14,"148,312,809",0.0%,"20,314",59,"1,167",독일,"독일,미국",(주)팝엔터테인먼트
277,섬. 사라진 사람들,2016.3.3,"159,605,900",0.0%,"19,842",206,"2,450",한국,한국,(주)콘텐츠판다
278,칠드런 오브 맨,2016.9.22,"161,598,200",0.0%,"19,648",56,"1,101",영국,"영국,미국","영화사 마농(주),(주)씨네클럽봉봉미엘"
279,립반윙클의 신부,2016.9.28,"156,603,300",0.0%,"19,412",85,"1,571",일본,일본,"TCO(주)더콘텐츠온,주식회사 더쿱"
280,커터,2016.3.30,"151,165,500",0.0%,"19,405",199,"3,093",한국,한국,(주)스톰픽쳐스코리아
281,트루스,2016.8.24,"152,087,000",0.0%,"19,330",123,"2,472",미국,미국,(주)라이크 콘텐츠
282,이레셔널 맨,2016.7.21,"155,721,500",0.0%,"19,287",40,914,미국,미국,(주)프레인글로벌
283,프란치스코,2016.3.10,"131,141,849",0.0%,"18,802",184,"2,121",스페인,"스페인,아르헨티나,이탈리아",스튜디오 프로그레시브 인큐베이터
284,시카고,2003.3.28,"144,422,600",0.0%,"18,782",74,"1,076",미국,미국,"씨네그루(주)키다리이엔티,코리아픽쳐스(주)"
285,다음 침공은 어디?,2016.9.8,"145,654,700",0.0%,"18,744",32,"1,061",미국,미국,판씨네마(주)
286,무간도,2003.2.21,"148,245,400",0.0%,"18,566",101,"2,282",홍콩,홍콩,"(주)디스테이션,태창엔터테인먼트(주)"
287,환상의 빛,2016.7.7,"148,911,300",0.0%,"18,544",37,996,일본,일본,주식회사 씨네룩스
288,버스 657,2016.1.14,"143,676,000",0.0%,"18,042",161,"1,785",미국,미국,(주)스톰픽쳐스코리아
289,비틀스: 에잇 데이즈 어 위크 – 투어링 이어즈,2016.10.19,"144,153,025",0.0%,"18,024",150,"1,841",영국,"영국,미국",메가박스(주)플러스엠
290,당신자신과 당신의 것,2016.11.10,"145,562,200",0.0%,"17,884",151,"2,430",한국,한국,"(주)영화제작전원사 ,(주)콘텐츠판다"
291,"불량소녀, 너를 응원해!",2016.9.21,"140,509,000",0.0%,"17,875",128,"2,683",일본,일본,글뫼 주식회사
292,미라클 프롬 헤븐,2016.5.25,"120,155,500",0.0%,"17,665",92,"1,774",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
293,"조제, 호랑이 그리고 물고기들",2004.10.29,"145,313,108",0.0%,"17,611",90,"1,983",일본,일본,"(주)프레인글로벌,(주)스폰지이엔티"
294,내부자들,2015.11.19,"133,555,400",0.0%,"17,175",51,371,한국,한국,(주)쇼박스
295,사랑하기 때문에,2017.1.4,"134,684,000",0.0%,"16,410",26,80,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
296,리틀 폭스,2016.6.23,"119,113,500",0.0%,"16,207",150,934,중국,중국,예지림엔터테인먼트
297,예전부터 계속 좋아했어 ~고백실행위원회~,2016.9.29,"120,601,500",0.0%,"16,187",77,"1,451",일본,일본,(주)디스테이션
298,더 웨이브,2016.7.13,"126,516,321",0.0%,"16,108",140,"1,712",노르웨이,노르웨이,(주)팝엔터테인먼트
299,"나의 위대한 친구, 세잔",2016.12.15,"117,451,500",0.0%,"15,991",49,761,프랑스,프랑스,그린나래미디어(주)
300,무수단,2016.3.3,"126,155,400",0.0%,"15,882",228,"2,422",한국,한국,오퍼스픽쳐스
301,키즈모노가타리 II : 열혈편,2016.10.20,"122,123,000",0.0%,"15,800",69,"1,190",일본,일본,(주)박수엔터테인먼트
302,호비와 동화나라 대모험,2016.12.8,"110,170,000",0.0%,"15,603",81,912,일본,일본,(주)머스트씨무비릴리징컴퍼니
303,아이 인 더 스카이,2016.7.14,"118,497,200",0.0%,"15,573",205,"2,048",영국,영국,판씨네마(주)
304,라스트 홈,2016.4.7,"118,656,000",0.0%,"15,283",163,"1,919",미국,미국,(주)브리즈픽처스
305,파이트 클럽,1999.11.13,"121,231,200",0.0%,"15,224",70,"1,217",미국,미국,(주)팝엔터테인먼트
306,비거 스플래쉬,2016.8.3,"120,406,129",0.0%,"15,201",40,806,이탈리아,"이탈리아,프랑스",찬란
307,자객 섭은낭,2016.2.4,"117,943,700",0.0%,"15,167",52,979,대만,대만,(주)영화사 진진
308,포레스트 검프,1994.10.15,"106,435,919",0.0%,"15,132",77,"1,539",미국,미국,(주)팝엔터테인먼트
309,하나와 미소시루,2016.4.27,"114,304,038",0.0%,"15,096",104,"1,452",일본,일본,(주)영화사 진진
310,트윈스터즈,2016.3.3,"120,281,100",0.0%,"15,081",126,"2,006",미국,"미국,프랑스,한국,영국",CGV아트하우스
311,브링 홈: 아버지의 땅,2016.9.1,"117,372,200",0.0%,"15,025",36,547,한국,"한국,미국",(주)드림팩트엔터테인먼트
312,나쁜놈은 죽는다,2016.2.4,"117,273,700",0.0%,"14,942",138,"1,725",중국,"중국,한국","TCO(주)더콘텐츠온,(유)조이앤시네마"
313,슈퍼소닉,2016.11.24,"124,067,600",0.0%,"14,785",38,767,영국,영국,주식회사 씨네룩스
314,연인,1992.6.20,"111,173,691",0.0%,"14,760",46,952,프랑스,프랑스,(주)팝엔터테인먼트
315,걸어도 걸어도,2009.6.18,"112,006,800",0.0%,"14,440",21,556,일본,일본,(주)영화사 진진
316,춘몽,2016.10.13,"114,343,700",0.0%,"14,423",96,"2,272",한국,한국,"(주)프레인글로벌,(주)스톰픽쳐스코리아"
317,캡틴 판타스틱,2016.11.30,"109,086,900",0.0%,"14,330",86,"1,327",미국,미국,주식회사 더쿱
318,아노말리사,2016.3.30,"115,387,000",0.0%,"14,153",93,"1,400",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
319,"색, 계",2007.11.8,"107,580,400",0.0%,"14,086",119,"1,689",미국,미국,"(주)제이앤씨미디어그룹,씨제이엔터테인먼트"
320,초속5센티미터,2007.6.21,"58,594,750",0.0%,"13,935",35,858,일본,일본,"대원디지털엔터테인먼트,(주)팝엔터테인먼트"
321,산이 울다,2016.5.25,"105,345,700",0.0%,"13,890",107,"1,809",중국,중국,(주)팝엔터테인먼트
322,디시에르토,2016.10.5,"103,452,500",0.0%,"13,812",119,"2,321",멕시코,"멕시코,프랑스",(주)제이앤씨미디어그룹
323,와와의 학교 가는 날,2016.10.27,"70,065,800",0.0%,"13,314",48,767,중국,중국,(주)마노엔터테인먼트
324,언어의 정원,2013.8.14,"52,711,850",0.0%,"13,193",35,808,일본,일본,"에이원엔터테인먼트,(주)팝엔터테인먼트"
325,해리가 샐리를 만났을 때,1989.11.18,"97,656,300",0.0%,"12,706",81,595,미국,미국,"씨네그루(주)키다리이엔티,콜럼비아 픽쳐스 코포레이션"
326,미드나잇 인 파리,2012.7.5,"94,918,783",0.0%,"12,584",56,"1,120",미국,"미국,스페인","(주)드림팩트엔터테인먼트,(주)나이너스엔터테인먼트"
327,시카리오: 암살자의 도시,2015.12.3,"103,684,740",0.0%,"12,510",27,487,미국,미국,롯데쇼핑㈜롯데엔터테인먼트
328,미스터 라잇,2016.6.16,"92,430,800",0.0%,"12,465",92,"1,181",미국,미국,(주)누리픽쳐스
329,본 얼티메이텀,2007.9.12,"108,457,000",0.0%,"12,436",39,420,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
330,해리 포터와 죽음의 성물1,2010.12.15,"90,959,500",0.0%,"12,267",26,427,미국,미국,워너브러더스 코리아(주)
331,도성풍운 3,2016.11.30,"67,033,500",0.0%,"12,135",51,320,홍콩,홍콩,(주)드림팩트엔터테인먼트
332,아가씨(확장판),,"91,163,400",0.0%,"12,112",21,452,한국,한국,
333,오 마이 파파,2016.11.10,"85,100,600",0.0%,"11,992",36,643,한국,한국,(주)모멘텀엔터테인먼트
334,세븐,1995.11.11,"91,327,900",0.0%,"11,839",63,"1,034",미국,미국,(주)드림팩트엔터테인먼트
335,겁쟁이 페달: 더 무비,2016.1.14,"83,591,192",0.0%,"11,777",52,905,일본,일본,(주)미디어캐슬
336,호두까기 인형: 장난감 왕국 대모험,2016.12.15,"83,577,400",0.0%,"11,720",96,530,페루,페루,THE 픽쳐스
337,향수 : 어느 살인자의 이야기,2007.3.22,"77,123,000",0.0%,"11,710",101,"1,276",영국,영국,"(주)누리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트"
338,썸니아,2016.5.25,"93,045,045",0.0%,"11,708",200,"1,559",미국,미국,(주)박수엔터테인먼트
339,미니 자이언트,2016.1.28,"72,748,500",0.0%,"11,703",137,"1,480",영국,영국,(주)박수엔터테인먼트
340,사랑이 이끄는 대로,2016.9.1,"87,786,900",0.0%,"11,491",45,701,프랑스,프랑스,그린나래미디어(주)
341,멜리스,2016.2.11,"90,914,800",0.0%,"11,484",141,"1,465",한국,한국,(주)드림팩트엔터테인먼트
342,마일스,2016.8.10,"92,924,983",0.0%,"11,382",52,670,미국,미국,(주)영화사 빅
343,쇼생크 탈출,1995.2.4,"73,065,800",0.0%,"11,234",49,635,미국,미국,THE 픽쳐스
344,몽키킹2: 서유기 여정의 시작,2016.5.19,"49,077,600",0.0%,"11,156",54,416,중국,중국,THE 픽쳐스
345,라우더 댄 밤즈,2016.10.27,"89,283,700",0.0%,"11,143",55,913,노르웨이,"노르웨이,프랑스,덴마크",그린나래미디어(주)
346,두 번째 스물,2016.11.3,"83,730,700",0.0%,"10,984",175,"1,853",한국,한국,(주)리틀빅픽쳐스
347,이터널 선샤인,2005.11.10,"93,659,300",0.0%,"10,843",14,487,미국,미국,"(주)노바미디어,코리아픽쳐스(주)"
348,나의 살던 고향은,2016.11.24,"80,996,600",0.0%,"10,686",62,823,한국,한국,(주)시네마달
349,"사랑해, 매기",2016.7.27,"79,913,000",0.0%,"10,676",66,704,멕시코,멕시코,와이드 릴리즈(주)
350,최악의 이웃과 사랑에 빠지는 방법,2016.4.7,"84,288,300",0.0%,"10,523",121,"1,275",프랑스,프랑스,와이드 릴리즈(주)
351,부릉! 부릉! 브루미즈: 스피더의 모험 일기,2016.12.15,"81,128,500",0.0%,"10,208",194,936,한국,한국,(주)삼지애니메이션
352,업 포 러브,2016.12.21,"79,593,000",0.0%,"10,131",64,744,프랑스,프랑스,(주)엣나인필름
353,바다의 노래: 벤과 셀키요정의 비밀,2016.1.14,"70,629,800",0.0%,"10,055",141,"1,098",아일랜드,"아일랜드,덴마크,벨기에,룩셈부르크,프랑스",(주)영화사 진진
