순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사
197,더 헌트,2013.1.24,"264,176,000",0.0%,"34,938",37,"1,553",덴마크,덴마크,"(주)엣나인필름,씨너스엔터테인먼트(주)"
198,마스터,2013.7.11,"264,021,800",0.0%,"34,571",38,"1,435",미국,미국,(주)영화사 진진
199,빅 웨딩,2013.6.27,"231,885,500",0.0%,"33,993",166,"2,838",미국,미국,(주)나이너스엔터테인먼트
200,러스트 앤 본,2013.5.2,"240,253,900",0.0%,"31,800",38,"1,622",프랑스,프랑스,그린나래미디어(주)
201,꼭두각시,2013.6.20,"227,941,500",0.0%,"31,713",134,"2,862",한국,한국,(주)인벤트스톤
202,어떤 시선,2013.10.24,"203,801,800",0.0%,"31,014",45,"1,387",한국,한국,(주)영화사 진진
203,극장판 나루토 질풍전: 로드 투 닌자,2013.2.21,"200,268,500",0.0%,"30,123",72,941,일본,일본,씨너스엔터테인먼트(주)
204,러브액츄얼리: 크리스마스 에디션,2013.12.18,"220,720,647",0.0%,"28,872",82,"1,098",미국,"미국,영국",(주)팝엔터테인먼트
205,원 데이,2012.12.13,"218,601,000",0.0%,"28,523",27,899,미국,미국,(주)팝파트너스
206,머드,2013.11.28,"206,252,500",0.0%,"28,507",113,"2,008",미국,미국,(주)프레인글로벌
207,쾌걸 조로리의 대대대대모험,2013.6.5,"173,490,500",0.0%,"27,598",136,"1,272",일본,일본,(주)미디어데이
208,코비: 블루 엘리펀트의 전설,2013.12.5,"165,671,000",0.0%,"27,463",104,"1,034",태국,태국,(주)영화사 빅
209,시네마 천국,1990.7.7,"198,488,500",0.0%,"27,030",32,"1,539",프랑스,"프랑스,이탈리아",(주)팝엔터테인먼트
210,스파이크,2013.12.5,"151,066,500",0.0%,"25,158",159,"1,199",프랑스,프랑스,"예지림엔터테인먼트,선필름"
211,빅 픽처,2013.7.4,"182,904,800",0.0%,"25,038",38,"1,131",프랑스,프랑스,(주)드림웨스트픽쳐스
212,히어로,2013.10.8,"158,900,000",0.0%,"23,841",179,"2,130",한국,한국,(주)마인스 엔터테인먼트
213,빨간머리 앤 : 그린게이블로 가는 길,2013.1.9,"165,880,000",0.0%,"23,531",108,"1,551",일본,일본,(주)미디어데이
214,8월의 크리스마스,1998.1.24,"164,902,000",0.0%,"23,518",71,"2,280",한국,한국,"한국영상투자개발(주),(주)싸이더스"
215,디스커넥트,2013.11.7,"161,108,704",0.0%,"23,255",113,"1,655",미국,미국,(주)영화사 빅
216,부에노스 아이레스에서 사랑에 빠질 확률,2013.9.12,"179,314,000",0.0%,"23,203",18,"1,089",아르헨티나,"아르헨티나,스페인,독일",(주)영화사 진진
217,26년,2012.11.29,"130,489,000",0.0%,"23,177",29,635,한국,한국,"(주)인벤트스톤,영화사청어람(주)"
218,짓,2013.9.25,"162,540,500",0.0%,"23,052",159,"2,758",한국,한국,(주)팝파트너스
219,알렉스 크로스,2013.3.14,"164,165,000",0.0%,"22,978",162,"3,168",미국,미국,(주)인벤트스톤
220,프라미스드 랜드,2013.12.12,"166,064,662",0.0%,"22,266",52,"1,412",미국,미국,CGV아트하우스
221,잉여들의 히치하이킹,2013.11.28,"154,223,500",0.0%,"22,166",35,"1,553",한국,한국,CGV아트하우스
222,까밀 리와인드,2013.7.18,"164,661,000",0.0%,"22,100",27,990,프랑스,프랑스,(주)엣나인필름
223,사이비,2013.11.21,"162,722,300",0.0%,"21,864",76,"1,792",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
224,플레이스 비욘드 더 파인즈,2013.8.1,"161,160,500",0.0%,"21,747",30,"1,083",미국,미국,(주)미디어데이
225,그랑블루 리마스터링 감독판,2013.7.25,"163,350,079",0.0%,"21,385",34,713,프랑스,"프랑스,이탈리아",(주)팝파트너스
226,천안함 프로젝트,2013.9.5,"158,528,500",0.0%,"21,316",33,919,한국,한국,(주)아우라픽처스
227,아기기린 자라파,2013.2.14,"133,077,000",0.0%,"20,811",87,"1,265",프랑스,"프랑스,벨기에",롯데쇼핑㈜롯데엔터테인먼트
228,소녀,2013.11.7,"153,877,000",0.0%,"20,594",73,"1,595",한국,한국,씨제이이앤엠(주)
229,플라이트,2013.2.28,"150,391,500",0.0%,"20,491",79,"1,375",미국,미국,씨제이이앤엠(주)
230,완전 소중한 사랑,2013.11.21,"129,614,500",0.0%,"20,303",66,"1,445",한국,한국,(주)씨타마운틴픽쳐스
231,꼬마마녀 요요와 네네,2013.12.25,"133,369,000",0.0%,"20,146",90,655,일본,일본,"㈜T-JOY,씨너스엔터테인먼트(주)"
232,러브레이스,2013.10.17,"139,215,138",0.0%,"19,933",154,"2,506",미국,미국,씨너스엔터테인먼트(주)
233,세상의 끝까지 21일,2013.8.14,"147,134,500",0.0%,"19,896",26,987,미국,미국,(주)드림웨스트픽쳐스
234,가디언즈,2012.11.29,"130,597,500",0.0%,"19,598",53,613,미국,미국,씨제이이앤엠(주)
235,극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」,2012.12.19,"77,063,000",0.0%,"19,431",48,671,일본,일본,씨제이이앤엠(주)
236,테이크다운,2013.4.18,"135,780,500",0.0%,"19,415",138,"2,432",영국,"영국,미국",(주)에스비에스콘텐츠허브
237,부도리의 꿈,2013.1.30,"123,582,500",0.0%,"18,940",117,"1,214",일본,일본,(주)나이너스엔터테인먼트
238,셰임,2013.5.9,"139,387,500",0.0%,"18,415",34,"1,148",영국,영국,㈜영화사 백두대간
239,이별계약,2013.6.20,"131,141,000",0.0%,"18,301",64,"1,355",한국,"한국,중국",씨제이이앤엠(주)
240,홀리 모터스,2013.4.4,"141,266,400",0.0%,"18,215",36,"1,134",프랑스,"프랑스,독일",오드
241,퍼펙트,2013.9.25,"118,503,500",0.0%,"18,179",136,"2,241",미국,미국,(주)마인스 엔터테인먼트
242,잉투기,2013.11.14,"127,244,600",0.0%,"17,733",95,"2,512",한국,한국,CGV아트하우스
243,인 더 하우스,2013.7.4,"128,871,000",0.0%,"17,700",25,758,프랑스,프랑스,찬란
244,타이치0 3D,2013.7.4,"119,998,000",0.0%,"17,437",116,"1,508",홍콩,홍콩,(주)영화사 빅
245,앤젤스 셰어: 천사를 위한 위스키,2013.5.16,"135,331,671",0.0%,"17,257",23,796,영국,"영국,프랑스",(주)티캐스트
246,월플라워,2013.4.11,"121,584,900",0.0%,"17,067",28,981,미국,미국,데이지엔터테인먼트
247,미스터 노바디,2013.10.24,"127,022,500",0.0%,"16,969",24,"1,032",캐나다,"캐나다,벨기에,프랑스,독일",(주)팝엔터테인먼트
248,터치 오브 라이트,2013.3.14,"110,604,024",0.0%,"16,897",128,"1,793",대만,대만,씨너스엔터테인먼트(주)
249,명왕성,2013.7.11,"114,550,500",0.0%,"16,835",78,"1,646",한국,한국,(주)싸이더스
250,베이트,2013.8.8,"108,522,500",0.0%,"16,091",59,849,호주,호주,(주)팝파트너스
251,로얄 어페어,2012.12.27,"118,215,600",0.0%,"15,378",20,767,덴마크,"덴마크,스웨덴,독일,체코",(주)화인픽쳐스
252,호비와 후후의 대모험: 무지개꽃을 구하라,2013.9.26,"97,632,500",0.0%,"15,050",45,992,일본,일본,(주)머스트씨무비
253,쇼를 사랑한 남자,2013.10.9,"114,353,792",0.0%,"14,888",26,830,미국,미국,(주)티캐스트콘텐츠허브
254,데드폴,2013.1.23,"101,887,000",0.0%,"14,744",82,"1,276",미국,미국,(주)에스비에스콘텐츠허브
255,극장판 포켓몬스터 베스트위시「메로엣타의 반짝반짝 음악회」,2012.12.19,"46,703,000",0.0%,"14,677",35,515,일본,일본,
256,공정사회,2013.4.18,"97,601,000",0.0%,"14,520",37,"1,355",한국,한국,(주)엣나인필름
257,갬빗,2013.11.28,"95,213,128",0.0%,"14,426",94,"1,227",미국,미국,(주)나이너스엔터테인먼트
258,아티스트 봉만대,2013.8.29,"93,817,000",0.0%,"14,188",131,"1,795",한국,한국,씨너스엔터테인먼트(주)
259,안녕?! 오케스트라,2013.11.28,"88,222,000",0.0%,"14,065",49,925,한국,한국,(주)영화사 진진
260,어느 예술가의 마지막 일주일,2013.6.20,"95,917,000",0.0%,"13,688",19,651,프랑스,"프랑스,독일,벨기에",프리비젼엔터테인먼트
261,터미네이터 2 : 심판의 날 감독판,2013.11.14,"98,683,000",0.0%,"13,664",47,878,미국,미국,(주)팝엔터테인먼트
262,피치 퍼펙트,2013.3.28,"90,850,000",0.0%,"13,537",143,"2,154",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
263,48미터,2013.7.4,"102,714,000",0.0%,"13,418",35,950,한국,한국,씨제이이앤엠(주)
264,올 이즈 로스트,2013.11.7,"98,876,000",0.0%,"13,363",33,826,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
265,사랑은 타이핑 중!,2013.5.22,"88,024,561",0.0%,"13,029",114,"1,817",프랑스,프랑스,판씨네마(주)
266,새 구두를 사야해,2013.4.25,"92,653,000",0.0%,"12,891",25,693,일본,일본,(주)영화사 진진
267,킥 애스 2 : 겁없는 녀석들,2013.10.17,"92,028,000",0.0%,"12,827",152,"2,158",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
268,브로큰 시티,2013.4.4,"92,263,000",0.0%,"12,771",80,"1,359",미국,미국,(주)팝파트너스
269,코스모폴리스,2013.6.27,"96,450,200",0.0%,"12,769",27,779,캐나다,"캐나다,프랑스,포르투갈,이탈리아",(주)더블앤조이픽쳐스
270,아유레디?,2013.9.26,"87,050,500",0.0%,"12,767",21,846,한국,한국,(주)나이너스엔터테인먼트
271,콰르텟,2013.3.28,"90,236,000",0.0%,"12,717",37,832,영국,영국,㈜영화사 백두대간
272,극장판 토리코 : 미식신의 스페셜메뉴,2013.11.28,"83,206,000",0.0%,"12,635",38,351,일본,일본,(주)미디어데이
273,토마스와 친구들: 블루마운틴 미스터리,2013.10.17,"80,186,500",0.0%,"12,054",49,892,영국,영국,(주)팝엔터테인먼트
274,세션 : 이 남자가 사랑하는 법,2013.1.17,"94,415,500",0.0%,"11,974",15,554,미국,미국,이십세기폭스코리아(주)
275,페어리테일: 봉황의 무녀,2013.2.28,"79,291,500",0.0%,"11,830",50,437,일본,일본,(주)나이너스엔터테인먼트
276,소명 하늘의 별,2013.3.21,"75,082,000",0.0%,"11,666",33,627,한국,한국,(주)에스피엠
277,슈퍼히어로,2013.7.31,"73,535,000",0.0%,"11,469",74,647,페루,페루,(주)영화사 빅
278,모래가 흐르는 강,2013.3.28,"71,055,900",0.0%,"10,942",20,428,한국,한국,(주)시네마달
278,파라노만,2013.2.7,"75,039,000",0.0%,"10,942",54,604,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
280,"다시, 뜨겁게 사랑하라!",2013.1.3,"79,827,500",0.0%,"10,761",34,755,덴마크,"덴마크,스웨덴",(주)마인스 엔터테인먼트
281,로봇 앤 프랭크,2013.1.17,"69,243,000",0.0%,"10,379",38,553,미국,미국,(주)마인스 엔터테인먼트
282,당신에게도 사랑이 다시 찾아올까요?,2013.10.17,"70,430,500",0.0%,"10,328",104,"1,351",미국,미국,(주)영화사 빅
283,나에게서 온 편지,2013.8.8,"72,763,000",0.0%,"9,931",17,348,프랑스,프랑스,프리비젼엔터테인먼트
284,쉐프,2013.5.30,"70,207,500",0.0%,"9,684",22,678,프랑스,"프랑스,스페인",(주)미디어데이
285,콜렉션,2013.5.2,"69,000,552",0.0%,"9,518",62,"1,103",미국,미국,(주)팝엔터테인먼트
286,드림팀,2013.3.21,"68,051,500",0.0%,"9,483",97,"1,141",프랑스,프랑스,(주)싸이더스
287,라스트 엑소시즘: 잠들지 않는 영혼,2013.6.27,"65,939,500",0.0%,"9,442",92,"1,182",미국,미국,(주)팝파트너스
288,메탈리카 스루 더 네버,2013.11.14,"104,274,800",0.0%,"9,438",30,360,미국,미국,(주)나이너스엔터테인먼트
289,로렌스 애니웨이,2013.12.19,"72,887,456",0.0%,"9,315",27,370,캐나다,"캐나다,프랑스",(주)엣나인필름
290,킬링시즌,2013.9.5,"61,282,000",0.0%,"9,240",102,"1,192",미국,미국,(주)팝파트너스
291,"페어웰, 마이 퀸",2013.12.5,"65,376,000",0.0%,"9,015",24,461,프랑스,"프랑스,스페인",(주)더블앤조이픽쳐스
292,연애의 기술,2013.10.30,"64,882,000",0.0%,"8,913",63,"1,190",한국,한국,(주)팝엔터테인먼트
293,초한지: 영웅의 부활,2013.3.28,"60,679,500",0.0%,"8,722",75,"1,130",중국,중국,(주)인벤트스톤
294,라 붐,2013.10.24,"64,415,000",0.0%,"8,675",34,639,프랑스,프랑스,(주)앤드플러스미디어웍스
295,노킹 온 헤븐스 도어,1998.2.28,"65,358,000",0.0%,"8,655",11,427,독일,"독일,네덜란드","(주)엣나인필름,(주)박수엔터테인먼트"
296,폭스파이어,2013.8.22,"63,493,500",0.0%,"8,612",30,599,프랑스,"프랑스,캐나다",그린나래미디어(주)
297,날아라! 호빵맨 극장판: 구하라! 코코링과 기적의 별,2013.2.7,"41,562,250",0.0%,"8,599",114,881,일본,일본,씨너스엔터테인먼트(주)
298,화양연화,2000.10.20,"64,005,500",0.0%,"8,552",33,724,홍콩,"홍콩,프랑스",
299,춤추는 숲,2013.5.23,"57,803,000",0.0%,"8,461",15,615,한국,한국,스튜디오느림보
300,"가자, 장미여관으로",2013.8.14,"29,545,500",0.0%,"8,307",21,113,한국,한국,(주)팝파트너스
301,유다의 사자 : 부활절 대모험,2013.3.28,"54,146,500",0.0%,"8,180",63,390,미국,미국,예지림엔터테인먼트
302,"패션, 위험한 열정",2013.8.14,"58,729,000",0.0%,"8,098",34,612,독일,"독일,프랑스",판씨네마(주)
303,원 오브 어 카인드 3D ; G-DRAGON 2013 1ST WORLD TOUR,2013.10.31,"90,752,500",0.0%,"8,038",39,331,한국,한국,골든타이드픽처스(주)
304,라자르 선생님,2013.5.9,"54,421,500",0.0%,"8,007",52,811,캐나다,캐나다,프리비젼엔터테인먼트
305,올드보이,2003.11.21,"59,436,500",0.0%,"7,953",76,844,한국,한국,"쇼이스트(주),씨제이이앤엠(주)"
306,해바라기,1982.11.14,"15,991,000",0.0%,"7,931",1,56,이탈리아,이탈리아,
307,투건스,2013.11.7,"49,731,500",0.0%,"7,806",58,670,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
308,페이머스 파이브 : 키린섬의 비밀,2013.10.17,"50,861,000",0.0%,"7,638",71,391,독일,독일,예지림엔터테인먼트
309,버니,2013.6.20,"51,825,500",0.0%,"7,605",31,522,미국,미국,(주)미디어데이
310,중경삼림,1995.9.2,"56,877,500",0.0%,"7,561",32,570,홍콩,홍콩,
311,환상속의 그대,2013.5.16,"53,282,700",0.0%,"7,492",32,921,한국,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
312,라 당스,2013.8.22,"64,573,500",0.0%,"7,312",10,250,프랑스,"프랑스,미국",(주)영화사 진진
313,마이 라띠마,2013.6.6,"49,305,300",0.0%,"7,172",29,932,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
314,마리 크뢰이어,2013.6.13,"51,351,000",0.0%,"7,135",15,326,덴마크,덴마크,(주)퍼스트런
315,페인리스,2013.8.8,"48,139,500",0.0%,"7,079",27,468,스페인,"스페인,프랑스,포르투갈",씨네그루(주)다우기술
316,글로리아,2013.12.5,"52,615,400",0.0%,"7,047",13,322,칠레,"칠레,스페인",판씨네마(주)
317,에브리데이,2013.6.13,"45,758,500",0.0%,"6,639",16,469,영국,영국,(주)영화사 진진
318,킬링 소프틀리,2013.4.4,"45,341,047",0.0%,"6,539",32,846,미국,미국,(주)쇼박스
319,하리수의 도색,2013.10.2,"15,448,000",0.0%,"6,394",5,49,홍콩,홍콩,(주)팝파트너스
320,"마진 콜: 24시간, 조작된 진실",2013.1.3,"45,934,500",0.0%,"6,342",30,443,미국,미국,(주)팝파트너스
321,저스트 어 이어,2013.5.30,"43,897,500",0.0%,"6,312",48,511,영국,영국,타임스토리그룹(주)
322,2 데이즈 인 뉴욕,2013.8.29,"47,935,000",0.0%,"6,291",19,416,프랑스,"프랑스,벨기에,독일",예지림엔터테인먼트
323,코알라,2013.10.24,"47,015,000",0.0%,"6,287",65,831,한국,한국,"어뮤즈,(주)엣나인필름"
324,극장판 베르세르크: 황금 시대편Ⅲ – 강림,2013.4.11,"47,388,500",0.0%,"6,264",13,426,일본,일본,(주)스마일이엔티
325,체브라시카,2013.11.14,"41,034,500",0.0%,"6,261",73,375,일본,일본,브릿지웍스 엔터테인먼트(주)
326,영 앤 뷰티풀,2013.12.5,"47,008,000",0.0%,"6,208",23,457,프랑스,프랑스,찬란
327,아무도 머물지 않았다,2013.12.26,"46,275,000",0.0%,"6,100",26,268,프랑스,"프랑스,이탈리아",(주)씨에이씨엔터테인먼트
328,야관문: 욕망의 꽃,2013.11.7,"42,470,500",0.0%,"6,085",90,"1,087",한국,한국,(주)씨타마운틴픽쳐스
329,미스체인지,2013.9.5,"42,659,500",0.0%,"6,054",41,459,한국,한국,브릿지웍스 엔터테인먼트(주)
330,영웅 - 샐러멘더의 비밀,2013.3.14,"44,081,500",0.0%,"5,987",39,549,러시아,러시아,익스트림 필름
331,사브리나,,"11,924,000",0.0%,"5,942",1,53,미국,미국,
332,극장판 마법소녀 마도카 마기카(전편): 시작의 이야기,2013.7.20,"48,706,000",0.0%,"5,916",12,54,일본,일본,(주)미디어데이
333,러시안 소설,2013.9.19,"43,255,900",0.0%,"5,906",21,755,한국,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
334,짚의 방패,2013.8.29,"38,366,000",0.0%,"5,870",30,362,일본,일본,(주)미디어데이
335,비스트,2013.2.7,"40,305,800",0.0%,"5,821",24,506,미국,미국,(주)씨타마운틴픽쳐스
336,헨리스 크라임,2013.1.31,"41,616,000",0.0%,"5,663",65,945,미국,미국,(주)팝파트너스
337,더블샤크,2013.9.5,"12,630,000",0.0%,"5,650",5,52,미국,미국,(주)케이알씨지
338,고양이를 빌려드립니다,2012.12.13,"43,026,700",0.0%,"5,648",13,357,일본,일본,(주)영화사 조제
339,비히클 19,2013.10.9,"18,346,000",0.0%,"5,637",11,158,미국,미국,(주)팝파트너스
340,말하는 건축 시티:홀,2013.10.24,"41,505,800",0.0%,"5,619",31,729,한국,한국,(주)미디어데이
341,흑협,1996.12.14,"12,270,000",0.0%,"5,600",5,52,홍콩,홍콩,스크린조이
342,애수,,"11,191,000",0.0%,"5,569",2,81,미국,미국,
343,극장판 마법소녀 마도카 마기카(후편): 영원의 이야기,2013.7.20,"45,484,500",0.0%,"5,561",12,50,일본,일본,(주)미디어데이
344,아브라함 링컨 VS 좀비,2013.9.20,"12,100,000",0.0%,"5,550",5,48,미국,미국,(유)조이앤컨텐츠그룹
345,버터 러버,2013.10.17,"12,097,000",0.0%,"5,545",5,43,미국,미국,스크린조이
346,가족의 나라,2013.3.7,"40,378,000",0.0%,"5,540",16,461,일본,일본,(주)미로비젼
347,정무문,1973.7.27,"24,581,000",0.0%,"5,536",32,375,홍콩,홍콩,(주)영화사 빅
348,비밀의 화방,2013.12.12,"4,130,000",0.0%,"5,530",5,38,한국,한국,(주)케이알씨지
349,백설공주: 또 다른 이야기,2013.10.17,"12,095,000",0.0%,"5,501",5,50,미국,미국,(주)케이알씨지
350,투 타이거,2013.9.26,"11,980,000",0.0%,"5,480",5,48,이탈리아,이탈리아,(주)케이알씨지
351,맛있는 사랑공식-섹스,2013.10.31,"8,000,000",0.0%,"5,460",5,43,한국,한국,(주)케이알씨지
352,아메리칸 배틀쉽,2013.9.16,"12,054,000",0.0%,"5,452",5,54,미국,미국,(주)케이알씨지
353,대지,,"10,962,000",0.0%,"5,451",1,64,미국,미국,
353,문빔베어: 달을 사랑한 작은 곰,2013.5.1,"36,073,000",0.0%,"5,451",93,550,독일,독일,(주)시너지하우스 (시너지)
355,극장판 요술공주 밍키: 꿈 속의 윤무,2013.11.14,"35,856,500",0.0%,"5,438",105,500,일본,일본,에이원엔터테인먼트
356,에어 크래쉬,2013.10.24,"12,160,000",0.0%,"5,410",5,44,미국,미국,(주)케이알씨지
356,삼총사2013,2013.8.29,"11,710,000",0.0%,"5,410",3,40,미국,미국,(주)케이알씨지
358,전망 좋은 하우스 - 관음적 욕망,2013.11.21,"3,710,000",0.0%,"5,390",4,41,한국,한국,(주)케이알씨지
359,사랑할 때와 죽을 때,,"10,811,000",0.0%,"5,383",1,42,미국,미국,
